Year,Semester,Prefix,Number,Section,CRN,Enrollment, Instructor,Days,BeginTime,EndTime,Remarks
2016,Fall,CSCI,3550,001,85747,26,26,MWF,0900,0950,
2016,Fall,CSCI,3584,001,84760,37,26,MWF,1200,1250,
2016,Fall,CSCI,3675,001,84762,47,1,MWF,1100,1150,
2016,Fall,CSCI,3700,001,83462,48,4,TR,1230,1345,
2016,Fall,CSCI,4000,001,84764,8,6,M,1400,1450,
2016,Fall,CSCI,4520,001,85791,18,13,MWF,0900,0950,
2016,Fall,CSCI,4602,001,83466,45,1,TR,1400,1515,
2016,Fall,CSCI,4905,001,83625,2,5,MWF,1100,1150,
2016,Fall,CSCI,5210,001,85257,8,22,TR,1100,1215,
2016,Fall,CSCI,5210,601,85258,1,22,,,,
2016,Fall,CSCI,5503,001,86689,1,15,,,,
2016,Fall,CSCI,6120,001,85363,4,22,TR,1400,1515,
2016,Fall,CSCI,6120,601,85364,5,22,,,,
2016,Fall,CSCI,6230,001,85392,3,21,TR,1230,1345,
2016,Fall,CSCI,6230,601,85393,3,21,,,,
2016,Fall,CSCI,6300,001,85708,2,5,MWF,1100,1150,
2016,Fall,CSCI,6410,001,85710,5,5,MWF,1400,1450,
2016,Fall,CSCI,6410,601,85847,1,5,,,,
2016,Fall,CSCI,6840,001,85259,4,4,TR,1530,1645,
2016,Fall,CSCI,6840,601,85260,3,4,,,,
2016,Fall,CSCI,6905,001,86590,7,6,MWF,1100,1150,
2016,Fall,CSCI,6905,601,86602,2,6,,,,
2016,Fall,CSCI,6995,001,85261,1,13,,,,
2016,Fall,CSCI,6995,004,85302,2,6,,,,
2016,Fall,CSCI,6995,005,85748,1,8,,,,
2016,Fall,CSCI,6995,606,85751,1,15,,,,
2016,Fall,CSCI,7000,001,87033,1,4,,,,
2016,Fall,SENG,6230,001,83469,8,21,TR,1230,1345,
2016,Fall,SENG,6230,601,83470,10,21,,,,
2016,Fall,SENG,6235,001,85254,9,15,MW,1230,1345,
2016,Fall,SENG,6235,601,85256,8,15,,,,
2016,Fall,SENG,6240,001,85702,6,15,MW,1530,1645,
2016,Fall,SENG,6240,601,85703,7,15,MW,1230,1345,
2016,Fall,SENG,6250,001,85704,5,8,TR,1400,1515,
2016,Fall,SENG,6250,601,85705,7,8,,,,
2016,Fall,SENG,6265,001,83624,10,21,TR,1100,1215,
2016,Fall,SENG,6265,601,85317,8,21,,,,
2016,Fall,SENG,6290,001,85338,1,8,,,,
2016,Fall,SENG,6290,002,85344,1,15,,,,
2016,Fall,SENG,6290,003,85349,1,22,,,,
2016,Fall,SENG,6290,006,86998,1,12,,,,
2016,Fall,SENG,6290,601,85341,2,21,,,,
2016,Fall,SENG,6290,602,85346,1,15,,,,
2016,Fall,SENG,6290,603,85350,1,22,,,,
2016,Fall,SENG,6290,605,86799,1,6,,,,
2016,Fall,SENG,7000,001,85756,2,15,,,,
2016,Fall,SENG,7000,004,86009,1,22,,,,
2016,Fall,SENG,7000,601,85759,2,15,,,,
2016,Fall,SENG,7000,602,85761,2,8,,,,
2016,Fall,SENG,7000,604,87099,1,22,,,,
2016,Spring,CSCI,1001,001,35358,34,9,TR,1100,1215,
2016,Spring,CSCI,2310,001,35295,92,6,MWF,0900,0950,
2016,Spring,CSCI,2311,001,35325,25,6,M,1000,1140,
2016,Spring,CSCI,2311,002,35332,19,6,TR,1100,1240,
2016,Spring,CSCI,2311,003,35337,27,6,W,1200,1340,
2016,Spring,CSCI,2311,004,35355,21,6,R,1300,1440,
2016,Spring,CSCI,2410,001,36378,28,10,MWF,0900,0950,
2016,Spring,CSCI,2427,001,35291,56,5,MWF,1000,1050,
2016,Spring,CSCI,3200,001,35377,24,13,MTWF,0900,0950,
2016,Spring,CSCI,3300,001,35142,38,1,MWR,1100,1150,
2016,Spring,CSCI,3310,001,35124,21,4,TR,1400,1515,
2016,Spring,CSCI,3650,001,35387,32,13,MWF,1300,1350,
2016,Spring,CSCI,3800,001,35340,13,26,MWF,0900,0950,
2016,Spring,CSCI,4000,001,35391,26,13,M,1600,1700,
2016,Spring,CSCI,4230,001,35341,33,8,TR,1400,1515,
2016,Spring,CSCI,4530,001,35364,25,9,TR,1230,1345,
2016,Spring,CSCI,4550,001,35351,15,26,MWF,1200,1250,
2016,Spring,CSCI,4630,001,35252,31,22,TR,1230,1345,
2016,Spring,CSCI,4710,001,35372,26,9,TR,1700,1815,
2016,Spring,CSCI,4905,001,35277,13,5,MWF,1500,1550,
2016,Spring,CSCI,4905,002,36405,10,14,WF,1400,1515,
2016,Spring,CSCI,5220,001,35204,8,1,MWF,1300,1350,
2016,Spring,CSCI,5220,601,36195,5,1,MWF,1300,1350,
2016,Spring,CSCI,5502,001,36902,1,13,,,,
2016,Spring,CSCI,5503,001,36926,1,21,,0800,0850,
2016,Spring,CSCI,6100,001,35305,3,5,MWF,1500,1550,
2016,Spring,CSCI,6230,001,35379,2,15,TR,1230,1335,
2016,Spring,CSCI,6230,601,35392,2,15,,,,
2016,Spring,CSCI,6420,001,35095,6,1,MWF,1600,1650,
2016,Spring,CSCI,6420,601,35122,5,1,,,,
2016,Spring,CSCI,6600,001,35191,7,6,MWF,1100,1150,
2016,Spring,CSCI,6600,601,35218,4,6,,,,
2016,Spring,CSCI,6905,002,36460,1,15,,,,
2016,Spring,CSCI,6995,001,36384,2,8,,,,
2016,Spring,CSCI,7000,001,36190,3,15,,,,
2016,Spring,CSCI,7000,002,36907,1,6,,,,
2016,Spring,SENG,6230,001,35367,1,15,TR,1230,1335,
2016,Spring,SENG,6230,601,35375,1,15,,,,
2016,Spring,SENG,6245,001,35298,4,22,TR,1100,1215,
2016,Spring,SENG,6245,601,35328,11,22,,,,
2016,Spring,SENG,6260,001,35395,8,15,TR,0930,1045,
2016,Spring,SENG,6260,601,35401,6,15,,,,
2016,Spring,SENG,6270,001,35150,13,21,TR,1530,1645,
2016,Spring,SENG,6270,601,35189,11,21,,,,
2016,Spring,SENG,6280,001,36376,4,21,TR,1400,1515,
2016,Spring,SENG,6280,601,36377,7,21,,,,
2016,Spring,SENG,6290,001,36492,1,21,,,,
2016,Spring,SENG,6290,601,36425,1,21,,,,
2016,Spring,SENG,6290,602,36493,2,15,,,,
2016,Spring,SENG,7000,002,36235,1,15,,,,
2016,Spring,SENG,7000,003,36265,1,15,,,,
2016,Spring,SENG,7000,004,36766,1,22,,,,
2016,Spring,SENG,7000,601,36152,2,15,,,,
2016,Spring,SENG,7000,602,36154,1,21,,,,
2016,Spring,SENG,7000,603,36232,1,8,,,,
2016,Spring,SENG,7000,604,36240,1,4,,,,
2016,Spring,SENG,7000,605,36241,1,22,,,,
2016,Spring,SENG,7000,606,36578,1,8,,,,
2015,Fall,CSCI,1001,001,82943,22,24,MWF,1000,1050,
2015,Fall,CSCI,1001,002,82946,22,25,TR,0930,1045,
2015,Fall,CSCI,2310,001,82949,38,6,TR,0930,1045,
2015,Fall,CSCI,2310,002,82955,39,9,TR,1100,1215,
2015,Fall,CSCI,2310,003,86778,43,6,MWF,1200,1250,
2015,Fall,CSCI,2311,001,82958,19,9,TR,1300,1450,
2015,Fall,CSCI,2311,002,82963,20,9,R,1300,1450,
2015,Fall,CSCI,2311,003,83037,19,6,M,1300,1450,
2015,Fall,CSCI,2311,004,83051,20,6,W,1300,1450,
2015,Fall,CSCI,2311,005,86782,21,6,M,1500,1650,
2015,Fall,CSCI,2311,006,86783,21,6,W,1500,1650,
2015,Fall,CSCI,2410,001,83054,44,5,MWF,1100,1150,
2015,Fall,CSCI,2427,001,83061,58,21,TR,1400,1515,
2015,Fall,CSCI,3200,001,83062,16,1,MTWF,1300,1350,
2015,Fall,CSCI,3300,001,83071,33,1,MTWF,0900,0950,
2015,Fall,CSCI,3310,001,83073,20,13,MW ,1700,1815,
2015,Fall,CSCI,3550,001,83074,26,26,MWF,1000,1050,
2015,Fall,CSCI,3584,001,83075,40,26,MWF,1200,1250,
2015,Fall,CSCI,3675,001,83078,29,1,MWF,1100,1150,
2015,Fall,CSCI,3700,001,83080,37,4,TR,1400,1515,
2015,Fall,CSCI,4000,001,83082,12,9,TR,1530,1620,
2015,Fall,CSCI,4200,001,83090,15,8,TR,0930,1045,
2015,Fall,CSCI,4200,002,83092,23,8,TR,1230,1345,
2015,Fall,CSCI,4230,001,87120,1,8,MWF,1200,1250,
2015,Fall,CSCI,4300,001,83096,16,9,TR,1700,1815,
2015,Fall,CSCI,4520,001,83100,12,13,MWF,0900,0950,
2015,Fall,CSCI,4602,001,83101,41,5,MW ,1530,1645,
2015,Fall,CSCI,5210,001,83252,5,5,MWF,1400,1450,
2015,Fall,CSCI,5210,601,83265,2,5,,,,
2015,Fall,CSCI,5800,001,83277,7,13,MW,1400,1515,
2015,Fall,CSCI,5800,601,83280,1,13,,,,
2015,Fall,CSCI,6120,001,83284,13,9,TR,2000,2115,
2015,Fall,CSCI,6120,001,83284,13,15,TR,2000,2115,
2015,Fall,CSCI,6120,601,83288,6,9,,,,
2015,Fall,CSCI,6120,601,83288,6,15,,,,
2015,Fall,CSCI,6230,001,83344,4,15,TR,1730,1845,
2015,Fall,CSCI,6230,601,83346,1,15,,,,
2015,Fall,CSCI,6840,001,83298,5,4,TR,1100,1215,
2015,Fall,CSCI,6840,601,83313,8,4,,,,
2015,Fall,CSCI,6995,001,86806,0,4,,,,
2015,Fall,CSCI,7000,001,86585,1,15,,,,
2015,Fall,CSCI,7000,002,86586,0,5,,,,
2015,Fall,CSCI,7000,004,87382,1,4,,,,
2015,Fall,SENG,6230,001,83351,5,15,TR,1400,1515,
2015,Fall,SENG,6230,601,83356,8,15,,,,
2015,Fall,SENG,6235,001,83361,7,15,TR,1530,1645,
2015,Fall,SENG,6235,601,83388,16,15,,,,
2015,Fall,SENG,6240,001,83401,12,22,MW,1400,1515,
2015,Fall,SENG,6240,601,83436,9,22,,,,
2015,Fall,SENG,6250,001,83445,9,22,MW,1530,1645,
2015,Fall,SENG,6250,601,83461,11,22,,,,
2015,Fall,SENG,6255,001,83466,12,21,TR,1600,1715,
2015,Fall,SENG,6255,601,83469,9,21,,,,
2015,Fall,SENG,6275,001,87121,1,8,,,,
2015,Fall,SENG,6290,001,86860,2,21,,,,
2015,Fall,SENG,6290,002,87230,4,8,,,,
2015,Fall,SENG,6290,003,87342,1,13,,,,
2015,Fall,SENG,6290,601,86789,2,22,,,,
2015,Fall,SENG,6290,602,87091,2,15,,,,
2015,Fall,SENG,6290,603,87356,1,8,,,,
2015,Fall,SENG,7000,001,86539,4,15,,,,
2015,Fall,SENG,7000,002,86909,1,8,,,,
2015,Fall,SENG,7000,601,86871,1,21,,,,
2015,Fall,SENG,7000,602,87079,1,15,,,,
2015,Fall,SENG,7000,603,87277,1,8,,,,
